measure,location,sex,age,rei,year,val
YLDs (Years Lived with Disability),Georgia,Male,90-94 years,Diet low in fiber,2009,43.1682148
YLDs (Years Lived with Disability),Hawaii,Female,75-79 years,Diet high in sugar-sweetened beverages,2009,208.7554507
YLDs (Years Lived with Disability),Hawaii,Male,95+ years,Diet high in processed meat,2009,471.062145
YLDs (Years Lived with Disability),Kansas,Male,65-69 years,Diet low in fruits,2009,66.19244577
YLDs (Years Lived with Disability),Kansas,Female,35-39 years,Diet low in vegetables,2009,0.221846244
YLDs (Years Lived with Disability),Kansas,Female,60-64 years,Diet high in processed meat,2009,347.5787759
YLDs (Years Lived with Disability),Kansas,Male,30-34 years,Diet high in sugar-sweetened beverages,2009,15.26589986
YLDs (Years Lived with Disability),Kentucky,Male,50-54 years,Diet high in processed meat,2009,288.270617
YLDs (Years Lived with Disability),Louisiana,Male,50-54 years,Diet high in red meat,2009,136.7767863
YLDs (Years Lived with Disability),Louisiana,Female,50-54 years,Diet high in sugar-sweetened beverages,2009,123.2008358
YLDs (Years Lived with Disability),Maine,Female,60-64 years,Diet low in vegetables,2009,0.733384765
YLDs (Years Lived with Disability),Maryland,Male,85-89 years,Diet high in processed meat,2009,506.8876655
YLDs (Years Lived with Disability),Massachusetts,Female,35-39 years,Diet low in whole grains,2009,8.713192094
YLDs (Years Lived with Disability),Massachusetts,Female,25-29 years,Diet low in fiber,2009,0.546954095
YLDs (Years Lived with Disability),Massachusetts,Female,85-89 years,Diet low in whole grains,2009,113.0981209
YLDs (Years Lived with Disability),Massachusetts,Male,60-64 years,Diet low in vegetables,2009,3.281068584
YLDs (Years Lived with Disability),Massachusetts,Female,80-84 years,Diet low in vegetables,2009,3.362336863
YLDs (Years Lived with Disability),Michigan,Female,60-64 years,Diet low in whole grains,2009,100.8654134
YLDs (Years Lived with Disability),Michigan,Male,75-79 years,Diet low in fiber,2009,30.88885314
YLDs (Years Lived with Disability),Michigan,Female,25-29 years,Diet high in red meat,2009,5.809763005
YLDs (Years Lived with Disability),Michigan,Male,45-49 years,Diet low in fiber,2009,7.078128389
YLDs (Years Lived with Disability),Michigan,Female,55-59 years,Diet high in processed meat,2009,271.3779776
YLDs (Years Lived with Disability),Minnesota,Female,30-34 years,Diet high in processed meat,2009,18.01529096
YLDs (Years Lived with Disability),Mississippi,Female,35-39 years,Diet high in sugar-sweetened beverages,2009,38.73305378
YLDs (Years Lived with Disability),Mississippi,Female,90-94 years,Diet low in vegetables,2009,3.64893296
YLDs (Years Lived with Disability),Missouri,Male,40-44 years,Diet low in whole grains,2009,30.34848451
YLDs (Years Lived with Disability),Missouri,Male,75-79 years,Diet low in whole grains,2009,179.7871533
YLDs (Years Lived with Disability),Missouri,Female,80-84 years,Diet low in vegetables,2009,16.20130117
YLDs (Years Lived with Disability),Montana,Male,40-44 years,Diet low in fruits,2009,11.35115957
YLDs (Years Lived with Disability),Montana,Male,45-49 years,Diet low in whole grains,2009,31.71023859
YLDs (Years Lived with Disability),New Jersey,Female,95+ years,Diet high in red meat,2009,78.05998363
YLDs (Years Lived with Disability),New Mexico,Male,35-39 years,Diet low in fiber,2009,2.80644611
YLDs (Years Lived with Disability),New Mexico,Female,75-79 years,Diet low in fruits,2009,60.95466833
YLDs (Years Lived with Disability),New York,Female,85-89 years,Diet low in fruits,2009,22.75339657
YLDs (Years Lived with Disability),North Carolina,Female,70-74 years,Diet low in vegetables,2009,4.414254985
YLDs (Years Lived with Disability),Ohio,Female,40-44 years,Diet low in whole grains,2009,23.08436482
YLDs (Years Lived with Disability),Oklahoma,Male,70-74 years,Diet high in sugar-sweetened beverages,2009,256.5696369
YLDs (Years Lived with Disability),Oklahoma,Female,85-89 years,Diet high in sugar-sweetened beverages,2009,118.5273179
YLDs (Years Lived with Disability),Oklahoma,Female,55-59 years,Diet high in red meat,2009,132.6985083
YLDs (Years Lived with Disability),Rhode Island,Male,50-54 years,Diet low in vegetables,2009,1.706864844
YLDs (Years Lived with Disability),South Carolina,Female,60-64 years,Diet low in fiber,2009,19.66144974
YLDs (Years Lived with Disability),South Carolina,Female,70-74 years,Diet low in whole grains,2009,131.8185986
YLDs (Years Lived with Disability),South Dakota,Male,60-64 years,Diet low in vegetables,2009,0.863274013
YLDs (Years Lived with Disability),South Dakota,Male,90-94 years,Diet low in vegetables,2009,3.797477449
YLDs (Years Lived with Disability),Tennessee,Female,35-39 years,Diet low in whole grains,2009,16.13409033
YLDs (Years Lived with Disability),Tennessee,Male,70-74 years,Diet high in red meat,2009,291.9068852
YLDs (Years Lived with Disability),Texas,Female,25-29 years,Diet high in sugar-sweetened beverages,2009,10.75885411
YLDs (Years Lived with Disability),Texas,Female,95+ years,Diet low in vegetables,2009,2.173476368
YLDs (Years Lived with Disability),Utah,Male,55-59 years,Diet high in sugar-sweetened beverages,2009,147.0328938
YLDs (Years Lived with Disability),Utah,Female,30-34 years,Diet high in processed meat,2009,20.86338999
YLDs (Years Lived with Disability),Virginia,Female,70-74 years,Diet high in red meat,2009,187.2792897
YLDs (Years Lived with Disability),Washington,Male,90-94 years,Diet low in fruits,2009,73.18388825
YLDs (Years Lived with Disability),Washington,Male,70-74 years,Diet low in whole grains,2009,149.1470958
YLDs (Years Lived with Disability),Washington,Female,50-54 years,Diet low in whole grains,2009,39.87925228
YLDs (Years Lived with Disability),West Virginia,Male,60-64 years,Diet high in red meat,2009,261.8220651
YLDs (Years Lived with Disability),Wisconsin,Male,85-89 years,Diet low in fiber,2009,26.73292936
YLDs (Years Lived with Disability),Wyoming,Male,75-79 years,Diet high in processed meat,2009,497.8058537
YLDs (Years Lived with Disability),Wyoming,Male,40-44 years,Diet high in processed meat,2009,71.39409166
YLDs (Years Lived with Disability),Wyoming,Female,45-49 years,Diet high in red meat,2009,43.02680677
YLDs (Years Lived with Disability),Alaska,Female,50-54 years,Diet high in sugar-sweetened beverages,2010,109.0415598
YLDs (Years Lived with Disability),Alaska,Male,55-59 years,Diet high in red meat,2010,148.6311854
YLDs (Years Lived with Disability),Arizona,Male,55-59 years,Diet low in whole grains,2010,102.5715033
YLDs (Years Lived with Disability),Arizona,Male,55-59 years,Diet low in fruits,2010,28.77862085
YLDs (Years Lived with Disability),Arizona,Female,85-89 years,Diet high in sugar-sweetened beverages,2010,102.9113887
YLDs (Years Lived with Disability),Arkansas,Male,35-39 years,Diet high in processed meat,2010,57.11865839
YLDs (Years Lived with Disability),California,Male,90-94 years,Diet low in fruits,2010,42.90007651
YLDs (Years Lived with Disability),California,Male,65-69 years,Diet high in sugar-sweetened beverages,2010,228.6015026
YLDs (Years Lived with Disability),Colorado,Male,65-69 years,Diet high in processed meat,2010,418.5082655
YLDs (Years Lived with Disability),Colorado,Female,45-49 years,Diet low in whole grains,2010,21.04784458
YLDs (Years Lived with Disability),Connecticut,Female,30-34 years,Diet low in fiber,2010,0.983392623
YLDs (Years Lived with Disability),Delaware,Male,95+ years,Diet high in sugar-sweetened beverages,2010,179.3157422
YLDs (Years Lived with Disability),Delaware,Female,70-74 years,Diet low in fruits,2010,83.1923131
YLDs (Years Lived with Disability),District of Columbia,Male,50-54 years,Diet high in sugar-sweetened beverages,2010,112.5239175
YLDs (Years Lived with Disability),District of Columbia,Male,55-59 years,Diet high in processed meat,2010,241.9251742
YLDs (Years Lived with Disability),District of Columbia,Female,45-49 years,Diet low in vegetables,2010,0.907467477
YLDs (Years Lived with Disability),Florida,Male,35-39 years,Diet low in vegetables,2010,0.786607193
YLDs (Years Lived with Disability),Florida,Female,85-89 years,Diet high in red meat,2010,137.9344865
YLDs (Years Lived with Disability),Hawaii,Male,90-94 years,Diet low in fiber,2010,40.57804423
YLDs (Years Lived with Disability),Hawaii,Male,25-29 years,Diet low in fiber,2010,0.587457211
YLDs (Years Lived with Disability),Idaho,Female,50-54 years,Diet high in red meat,2010,74.0822695
YLDs (Years Lived with Disability),Illinois,Male,75-79 years,Diet low in fiber,2010,26.25950885
YLDs (Years Lived with Disability),Indiana,Male,25-29 years,Diet low in vegetables,2010,0.104796678
YLDs (Years Lived with Disability),Kansas,Female,80-84 years,Diet high in red meat,2010,174.3669442
YLDs (Years Lived with Disability),Kansas,Male,65-69 years,Diet low in fiber,2010,21.15444157
YLDs (Years Lived with Disability),Kentucky,Female,85-89 years,Diet high in red meat,2010,156.8128706
YLDs (Years Lived with Disability),Louisiana,Male,75-79 years,Diet low in vegetables,2010,7.351494496
YLDs (Years Lived with Disability),Louisiana,Male,35-39 years,Diet low in fruits,2010,6.307034993
YLDs (Years Lived with Disability),Louisiana,Female,80-84 years,Diet high in sugar-sweetened beverages,2010,192.6499483
YLDs (Years Lived with Disability),Maine,Male,25-29 years,Diet low in whole grains,2010,4.496768951
YLDs (Years Lived with Disability),Maine,Female,45-49 years,Diet low in fruits,2010,14.68194012
YLDs (Years Lived with Disability),Maryland,Female,95+ years,Diet high in processed meat,2010,293.7986055
YLDs (Years Lived with Disability),Maryland,Male,85-89 years,Diet high in red meat,2010,251.2271857
YLDs (Years Lived with Disability),Massachusetts,Female,95+ years,Diet low in vegetables,2010,2.368609698
YLDs (Years Lived with Disability),Massachusetts,Female,75-79 years,Diet high in sugar-sweetened beverages,2010,225.626108
YLDs (Years Lived with Disability),Michigan,Male,70-74 years,Diet high in sugar-sweetened beverages,2010,276.168832
YLDs (Years Lived with Disability),Michigan,Female,45-49 years,Diet high in processed meat,2010,114.5207766
YLDs (Years Lived with Disability),Minnesota,Female,80-84 years,Diet low in whole grains,2010,102.0993082
YLDs (Years Lived with Disability),Minnesota,Male,75-79 years,Diet low in fruits,2010,59.22307589
YLDs (Years Lived with Disability),Mississippi,Female,30-34 years,Diet high in sugar-sweetened beverages,2010,23.55852061
YLDs (Years Lived with Disability),Mississippi,Male,50-54 years,Diet low in fiber,2010,13.01353364
YLDs (Years Lived with Disability),Mississippi,Female,85-89 years,Diet high in sugar-sweetened beverages,2010,106.971526
YLDs (Years Lived with Disability),Montana,Male,70-74 years,Diet low in whole grains,2010,165.544724
YLDs (Years Lived with Disability),Montana,Female,25-29 years,Diet high in sugar-sweetened beverages,2010,7.338950003
YLDs (Years Lived with Disability),Montana,Male,50-54 years,Diet low in whole grains,2010,51.72481268
YLDs (Years Lived with Disability),Montana,Male,95+ years,Diet high in red meat,2010,181.4656797
YLDs (Years Lived with Disability),Nebraska,Female,50-54 years,Diet high in sugar-sweetened beverages,2010,99.2186701
YLDs (Years Lived with Disability),Nebraska,Male,35-39 years,Diet high in red meat,2010,22.98497232
YLDs (Years Lived with Disability),Nebraska,Male,95+ years,Diet low in fiber,2010,33.19815363
YLDs (Years Lived with Disability),Nebraska,Female,65-69 years,Diet low in whole grains,2010,98.46111537
YLDs (Years Lived with Disability),New Hampshire,Female,95+ years,Diet low in vegetables,2010,2.281865608
YLDs (Years Lived with Disability),New Jersey,Male,40-44 years,Diet low in fiber,2010,3.591124946
YLDs (Years Lived with Disability),New Jersey,Male,25-29 years,Diet low in vegetables,2010,0.067664367
YLDs (Years Lived with Disability),New Jersey,Male,75-79 years,Diet high in processed meat,2010,584.3791645
YLDs (Years Lived with Disability),North Carolina,Female,75-79 years,Diet low in fruits,2010,79.60632864
YLDs (Years Lived with Disability),North Carolina,Male,75-79 years,Diet low in whole grains,2010,196.115579
YLDs (Years Lived with Disability),North Carolina,Female,50-54 years,Diet high in red meat,2010,103.406206
YLDs (Years Lived with Disability),North Dakota,Female,80-84 years,Diet low in fiber,2010,29.83525144
YLDs (Years Lived with Disability),North Dakota,Female,95+ years,Diet low in fiber,2010,27.49851275
YLDs (Years Lived with Disability),Ohio,Female,95+ years,Diet low in fruits,2010,68.50700837
YLDs (Years Lived with Disability),Ohio,Female,85-89 years,Diet low in whole grains,2010,154.8694067
YLDs (Years Lived with Disability),Oklahoma,Male,25-29 years,Diet high in processed meat,2010,11.60027919
YLDs (Years Lived with Disability),Oklahoma,Female,90-94 years,Diet low in whole grains,2010,115.1996905
YLDs (Years Lived with Disability),Pennsylvania,Male,35-39 years,Diet low in fruits,2010,6.065562445
YLDs (Years Lived with Disability),Pennsylvania,Female,25-29 years,Diet low in fruits,2010,2.617975595
YLDs (Years Lived with Disability),Rhode Island,Female,85-89 years,Diet high in sugar-sweetened beverages,2010,120.4729428
YLDs (Years Lived with Disability),Rhode Island,Female,85-89 years,Diet low in fruits,2010,15.57521271
YLDs (Years Lived with Disability),South Dakota,Male,30-34 years,Diet high in sugar-sweetened beverages,2010,15.73900311
YLDs (Years Lived with Disability),South Dakota,Female,30-34 years,Diet high in processed meat,2010,24.13132034
YLDs (Years Lived with Disability),South Dakota,Male,65-69 years,Diet high in red meat,2010,228.7000501
YLDs (Years Lived with Disability),Texas,Female,80-84 years,Diet high in processed meat,2010,442.5795012
YLDs (Years Lived with Disability),Utah,Male,30-34 years,Diet low in vegetables,2010,0.126699828
YLDs (Years Lived with Disability),Utah,Female,45-49 years,Diet high in sugar-sweetened beverages,2010,65.5113123
YLDs (Years Lived with Disability),Vermont,Female,30-34 years,Diet high in sugar-sweetened beverages,2010,14.30775777
YLDs (Years Lived with Disability),Vermont,Male,90-94 years,Diet high in sugar-sweetened beverages,2010,144.0666541
YLDs (Years Lived with Disability),Vermont,Male,65-69 years,Diet low in vegetables,2010,3.771592545
YLDs (Years Lived with Disability),Virginia,Male,45-49 years,Diet high in processed meat,2010,168.0819311
YLDs (Years Lived with Disability),Virginia,Female,25-29 years,Diet high in processed meat,2010,15.23364956
YLDs (Years Lived with Disability),Virginia,Male,95+ years,Diet low in fiber,2010,31.56791465
YLDs (Years Lived with Disability),Washington,Male,80-84 years,Diet high in sugar-sweetened beverages,2010,193.4038829
YLDs (Years Lived with Disability),Washington,Female,35-39 years,Diet low in fruits,2010,7.23962602
YLDs (Years Lived with Disability),Wisconsin,Male,70-74 years,Diet low in whole grains,2010,171.5915707
YLDs (Years Lived with Disability),Wyoming,Male,80-84 years,Diet high in sugar-sweetened beverages,2010,180.6664325
YLDs (Years Lived with Disability),Alabama,Male,40-44 years,Diet high in sugar-sweetened beverages,2011,74.9008696
YLDs (Years Lived with Disability),Alabama,Female,25-29 years,Diet high in sugar-sweetened beverages,2011,13.04668471
YLDs (Years Lived with Disability),Alaska,Female,65-69 years,Diet low in fruits,2011,43.99381072
